organization_name,organization_url,category,num_projects,irc_channel,contact_email,technologies,topics,project_title,project_short_description,project_description,student_name,project_code_url,project_url
AerospaceResearch.net,http://aerospaceresearch.net/,Science and medicine,6,https://aerospaceresearch.zulipchat.com/,mailto:gsoc2021@aerospaceresearch.net,"python, machine learning, sdr, sqlite, raspberry pi","space applications, signal processing, software defined radio, cubesats, simulations",Python GUI Visualisation for MOLTO-3BP Engine,"Visualisation of the MOLTO-3BP Incorporating Matlab Python SDK
I am aware there are many applicants, thus I sincerely apologize and regret my delay...","<h3>Visualisation of the MOLTO-3BP Incorporating Matlab Python SDK</h3>
<p>I am aware there are many applicants, thus I sincerely apologize and regret my delay but hope I can be given an assignment/evaluation test.</p>
<p>I'm applying to the track for the visualisation of the MOLTO-3BP network as I am enrolled to start a graduate program in CS using distributed technology and am interested in the applications of orbital equations and computing problems.</p>
<p>My motivation lies in my current interest for Backend and Frontend applications as I also work with a company managing their ML algorithms for data prediction in arbitrage contexts as lead analyst and developer for the Full-stack infrastructure to support such volume and structure the visualisation process for qualitative information (as quantitative is given by volume in this case).
I am now interested in leveraging such skillset to perhaps a more researching-focused world in lieu of an economic speculative industrial motivator.</p>
<p>I believe the 3BP is very interesting from a theoretical point of view and can be greatly improved with visual filter and newer GUI revamp to its already robust computational engine (orbital eq in the halo numerical model)</p>
",Mario Robert D'Ambrosio,https://aerospaceresearch.net/?p=2330,https://summerofcode.withgoogle.com/archive/2021/projects/5061006694285312/
AerospaceResearch.net,http://aerospaceresearch.net/,Science and medicine,6,https://aerospaceresearch.zulipchat.com/,mailto:gsoc2021@aerospaceresearch.net,"python, machine learning, sdr, sqlite, raspberry pi","space applications, signal processing, software defined radio, cubesats, simulations",Calibrate SDR enhancement,"Calibrate SDR is a tool by AerospaceResearch.net in which we would be adding support of GSM, and DVB-T signals for correcting frequency offset that...","<p>Calibrate SDR is a tool by AerospaceResearch.net in which we would be adding support of GSM, and DVB-T signals for correcting frequency offset that occurred during SDR operation. Calibrate SDR would provide calibration to the SDR community all around the world if these signals exist there.</p>
<p>more on Calibrate SDR <a href=""https://aerospaceresearch.net/?page_id=2111"" target=""_blank"">blog</a> by Andreas Hornig (my mentor)</p>
",Ayush Singh,https://aerospaceresearch.net/?p=2347,https://summerofcode.withgoogle.com/archive/2021/projects/6238241459535872/
AerospaceResearch.net,http://aerospaceresearch.net/,Science and medicine,6,https://aerospaceresearch.zulipchat.com/,mailto:gsoc2021@aerospaceresearch.net,"python, machine learning, sdr, sqlite, raspberry pi","space applications, signal processing, software defined radio, cubesats, simulations",Implementation of the data analysis compilation interface in a satellite monitoring simulator,"Cubesat are now widespread as affordable tools for teaching and researching for Universities
and Research Centers. Although they are simple...","<p>Cubesat are now widespread as affordable tools for teaching and researching for Universities
and Research Centers. Although they are simple platforms, their complexity can be increased in
a budget. One of the elements that increase the capabilities of cubesats is the incorporation of
an attitude (and orbit) control system (AOCS). Simulation of the capability of these subsystems
is the first step to assess the convenience to include such subsystems in a platform.</p>
",R.David Aleman Ramos,https://aerospaceresearch.net/?p=2211,https://summerofcode.withgoogle.com/archive/2021/projects/6491447599038464/
AerospaceResearch.net,http://aerospaceresearch.net/,Science and medicine,6,https://aerospaceresearch.zulipchat.com/,mailto:gsoc2021@aerospaceresearch.net,"python, machine learning, sdr, sqlite, raspberry pi","space applications, signal processing, software defined radio, cubesats, simulations",Center of Satellite Signal in the Frequency Domain,"Because of the recent sharp growth of the satellite industry, it is necessary to have free, accessible, open-source software to analyze satellite...","<p>Because of the recent sharp growth of the satellite industry, it is necessary to have free, accessible, open-source software to analyze satellite signals and track them. In order to achieve that, as one of the most essential steps, those applications must calculate the exact centers of the input satellite signals in the frequency domain. My project is initiated to accommodate this requirement. It aims to provide a program that can reliably detect satellite signals and find their exact frequency centers with high precision, thus providing important statistics for signal analyzing and satellite tracking.</p>
",Binh-Minh Tran-Huu,https://aerospaceresearch.net/?p=2353,https://summerofcode.withgoogle.com/archive/2021/projects/6052985896960000/
AFLplusplus,https://aflplus.plus,Security,2,https://github.com/AFLplusplus/AFLplusplus/issues/783,mailto:afl@aflplus.plus,"c/c++, llvm, rust, fuzzing, instrumentation","fuzzing, secure development, instrumentation",Scheduler for LibAFL,"Fuzzing has been a popular vulnerability detection tool, and researchers have developed various techniques to build the ""best"" fuzzer. It is claimed,...","<p>Fuzzing has been a popular vulnerability detection tool, and researchers have developed various techniques to build the ""best"" fuzzer. It is claimed, however, that the fuzzer adjusted for the target program that one wants to fuzz is the most effective one.<br>
LibAFL offers those functionalities, with which users can customize the fuzzer or even extend the fuzzer tailored for each target program. However, since it is still at the early stage of development, some of the powerful scheduling algorithms have not been incorporated into LibAFL yet.<br>
This proposal is to implement two effective scheduling algorithms, the AFLFast, and the MOpt algorithm into LibAFL. With these techniques, LibAFL can offer users a faster way to discover vulnerabilities and a more efficient mutator selection strategy.</p>
",Dongjia Zhang,https://tokatoka.github.io/GSoC/,https://summerofcode.withgoogle.com/archive/2021/projects/6509647623618560/
AFLplusplus,https://aflplus.plus,Security,2,https://github.com/AFLplusplus/AFLplusplus/issues/783,mailto:afl@aflplus.plus,"c/c++, llvm, rust, fuzzing, instrumentation","fuzzing, secure development, instrumentation",Hydra - Hybrid Fuzzing with LibAFL,Hybrid fuzzing is a term used to describe techniques in fuzzing which involve concolic execution to drive the fuzzing campaign through...,"<p>Hybrid fuzzing is a term used to describe techniques in fuzzing which involve concolic execution to drive the fuzzing campaign through difficult-to-reach parts of the target program. In the academic world, this concept has received a lot of attention in the past few years and the results are promising. However, so far this technique does not seem to have escaped the lab yet, with many academic projects being difficult to use in practice.
AFL++ and LibAFL are projects that aim to make cutting edge fuzzing research usable in the real world and in the same vein, this project proposes to make hybrid fuzzing more approachable by providing the necessary components to do hybrid fuzzing with LibAFL.</p>
",Julius Hohnerlein,https://julihoh.github.io/2021/08/19/gsoc-final-report.html,https://summerofcode.withgoogle.com/archive/2021/projects/6266317660749824/
Android Graphics Tools Team,https://github.com/google/graphicsfuzz/blob/master/docs/summer-of-code-ideas/2021.md,Programming languages,3,,mailto:android-graphics-tools@google.com,"java, opengl, c++, spir-v, webgpu","bug finding, developer tools, graphics, fuzzing",Diversity transformation class space and implement Coverage-guided mutation-based fuzzing for WebGPU,Spir-fuzz is a C++-based tool that automatically finds bugs in Vulkan drivers. It works by transform the original shader into a new one that is...,"<p>Spir-fuzz is a C++-based tool that automatically finds bugs in Vulkan drivers. It works by transform the original shader into a new one that is semantically the same. Differences in the output of the new shader and the original one can be caused by bugs in the driver. Thus, our task involves expanding the set of transformations by building sets of transformation classes and writing their corresponding tests and fuzzer passes.</p>
<p>Our main task involves the WebGPU Shading Language, a new shading language featured by WebGPU. Since web browsers will have WebGPU, a secure implementation is crucial. To achieve a high test coverage, we use coverage-guided fuzzing. It uses program instrumentation to trace the code coverage reached by each input fed to a fuzz target. The information is then used to make informed decisions that maximize coverage, and thus increase the effectiveness of finding software bugs and security vulnerabilities. This project involves automatic fuzzing using LibFuzzer. Since LibFuzzer-based custom mutators mutate test cases in a domain-specific way, effective designing and implementing Tint-specific custom mutators are essential for this project to succeed.</p>
",Shiyu Liu,https://docs.google.com/document/d/1sXGXAxrNptlGjzeKGMQ8tta-whV9-nzBQLZbmpIXCY8/edit?usp=sharing,https://summerofcode.withgoogle.com/archive/2021/projects/5538790298353664/
Android Graphics Tools Team,https://github.com/google/graphicsfuzz/blob/master/docs/summer-of-code-ideas/2021.md,Programming languages,3,,mailto:android-graphics-tools@google.com,"java, opengl, c++, spir-v, webgpu","bug finding, developer tools, graphics, fuzzing",Coverage-guided mutation-based fuzzing for WebGPU,"In this project, I will study WebGPU, the upcoming standard for exposing the capabilities of the GPU hardware in web browsers, and its shading...","<p>In this project, I will study WebGPU, the upcoming standard for exposing the capabilities of the GPU hardware in web browsers, and its shading language WGSL. I will then try to test WGSL, by using a mutation based approach. Designing custom mutators can be done by either using the bijection between SPIR-V and WGSL and the existing spirv-fuzz tools, or by studying WGSL in isolation and generating new LibFuzzer custom mutators that operate on WGSL directly or in the output generated by Tint, which is a compiler for WGSL.</p>
",Emiljano Gjiriti,https://gist.github.com/EGJ1996/3a6a2906f466feef88978ab7b16fb033,https://summerofcode.withgoogle.com/archive/2021/projects/5988176115531776/
Android Graphics Tools Team,https://github.com/google/graphicsfuzz/blob/master/docs/summer-of-code-ideas/2021.md,Programming languages,3,,mailto:android-graphics-tools@google.com,"java, opengl, c++, spir-v, webgpu","bug finding, developer tools, graphics, fuzzing",Improving support for compute shaders in spirv-fuzz,project involve adding new transformations to spirv-fuzz tools to improve their support for compute shaders,"<p>project involve adding new transformations to spirv-fuzz tools to improve their support for compute shaders</p>
",Mostafa Ashraf Mohamed,https://gist.github.com/Mostafa-ashraf19/9ab988701ef3fb0dbcd08eef3c301134,https://summerofcode.withgoogle.com/archive/2021/projects/5133242306396160/
AnkiDroid,https://docs.ankidroid.org/,End user applications,2,https://discord.gg/JXaqQDp,,"javascript, android, java, gradle","education, android, user generated content, flashcard",Development of AnkiDroid project,"This project aims to develop and improve the AnkiDroid Android App.
Here are the list of things which I aim to work on:
Onboarding for new users
An...","<p>This project aims to develop and improve the AnkiDroid Android App.</p>
<p>Here are the list of things which I aim to work on:</p>
<p><strong>Onboarding for new users</strong></p>
<p>An onboarding flow will help new users to understand the app and its purpose in a better way. This will contain details about the benefits of flash cards and spaced repetition along with examples on how to use them. We can also make use of tooltips and coach marks at various places throughout the app to provide guidance to new users.</p>
<p><strong>Loading/uploading shared decks in-app</strong></p>
<p>Feature to allow users to directly download decks in the app using download link, deck ID or deck name. This will update the current process of downloading the deck and importing it, thus making the app much better since users can easily search for decks using the deck name directly through the app.</p>
<p><strong>Kotlin migration</strong></p>
<p>Start the migration of the project to Kotlin. Onboarding and in-app shared decks features would also be developed in Kotlin.</p>
<p><strong>Others</strong></p>
<p>Apart from this, I am planning to work on other things which come up during the GSoC period. This can include UI/UX changes as well.</p>
",Shridhar Goel,https://gist.github.com/ShridharGoel/2eb73b5b4b67c7981f479841361c6942,https://summerofcode.withgoogle.com/archive/2021/projects/5701531810136064/
AnkiDroid,https://docs.ankidroid.org/,End user applications,2,https://discord.gg/JXaqQDp,,"javascript, android, java, gradle","education, android, user generated content, flashcard","""Migrating to Scoped Storage"" By Farjad Ilyas, 2021",This project aims to migrate the AnkiDroid App to Scoped Storage. It will follow Google's recommended approach. This will involve migrating user data...,"<p>This project aims to migrate the AnkiDroid App to Scoped Storage. It will follow Google's recommended approach. This will involve migrating user data from Legacy Directories to those accessible by Scoped Storage. AnkiDroid's users' collections will be migrated to App-Specific Directories. Media will be stored in their respective Scoped Storage collections. Two migration mechanisms will be developed:</p>
<ol>
<li>For targetSdk &lt;= 29: Using WRITE_EXTERNAL_STORAGE permission</li>
<li>For targetSdk &gt;= 30: Using permission granted by user via System File Picker</li>
</ol>
<p>This will ensure the data of users who update at any time will be migrated.</p>
<p>Moreover, this project aims to support all AnkiDroid features under Scoped Storage. It will ensure support for Import, Sync, AnkiDroidAPI client apps, opting for external storage &amp; preserving data post-uninstallation. Scoped Storage inevitably forced some changes in app behavior like the need for migration itself &amp; user data being deleted upon uninstallation. This project will enable a smooth transition by providing a short introduction to these changes.</p>
",Farjad Ilyas,https://docs.google.com/document/d/1OCRR8VVbVNX4WaY3ZRVW_O1KsqBiUU4Lgzha6UFMXe0/edit?usp=sharing,https://summerofcode.withgoogle.com/archive/2021/projects/4622107475968000/
AOSSIE,https://aossie.gitlab.io/,End user applications,11,https://gitter.im/aossie/home,,"javascript, android, machine learning, scala, ios","machine learning, electronic voting, natural language processing, social science",Agora-Web,"Currently, the agora-web API fetch/write data to the mongoDB. The aim of the proposal is to migrate voterInfo, candidateInfo and vote count records...","<p>Currently, the agora-web API fetch/write data to the mongoDB. The aim of the proposal is to migrate voterInfo, candidateInfo and vote count records to the ethereum block chain using smart contracts. An interface will be provided to web and android clients to fetch/write data directly from block chain.</p>
",Ayush Tiwari,https://gitlab.com/aossie/agora-blockchain/-/blob/gsoc-2021/docs/GSOC_2021/Ayush_Tiwari.md,https://summerofcode.withgoogle.com/archive/2021/projects/6332902538739712/
AOSSIE,https://aossie.gitlab.io/,End user applications,11,https://gitter.im/aossie/home,,"javascript, android, machine learning, scala, ios","machine learning, electronic voting, natural language processing, social science",Proposal for Monumento,"Project Goals

Since most of the app is built using Flutter, we should make full use of it and make the app support iOS devices as 
well.
The app can...","<p>Project Goals</p>
<ul>
<li>Since most of the app is built using Flutter, we should make full use of it and make the app support iOS devices as 
well.</li>
<li>The app can be of more use if we add a section that will act as a Social Media Platform for Travellers.</li>
<li>The Business-Logic/API-calls and the UI part of the app needs to be separated in the right way. Right now, All the API 
calls are made from the UI class itself.</li>
<li>The UI/UX of the app also need improvements, especially the Profile and Intro screens. And the app also lacks some 
basic features like Form validation, Profile Picture selection during the Registration process, Using Gallery as a Source 
for the image at the time of Monument Detection etc.</li>
</ul>
",Suryansh Singh Tomar,https://gitlab.com/aossie/monumento/-/blob/gsoc-21/docs/GSOC/2021/Suryansh.md,https://summerofcode.withgoogle.com/archive/2021/projects/5720603411087360/
AOSSIE,https://aossie.gitlab.io/,End user applications,11,https://gitter.im/aossie/home,,"javascript, android, machine learning, scala, ios","machine learning, electronic voting, natural language processing, social science",Improving User Experience Of Frontend and Enabling User Personalisation,"Social Street Smart extension provides some basic functionalities like labeling social media posts as clickbait, fake news, etc., on three platforms:...","<p>Social Street Smart extension provides some basic functionalities like labeling social media posts as clickbait, fake news, etc., on three platforms: Twitter, Facebook, and Reddit. Still, it needs new features to create a significant user impact. This project aims to develop a Chrome Extension to make the Internet a safer and more effective service for the users, hence needs lots of user-friendly features, which makes browsing social media a safe experience.
For this project, I would improve upon existing features, add a few new and enable user interaction for the first time.
During the GSoC period, I would add new features while ensuring a solid, bug-free, non-glitchy smooth, flexible, and easy to use and maintain code architecture.</p>
",Harsh Mishra,https://github.com/MiHarsh/GSoC-2021/blob/main/README.md,https://summerofcode.withgoogle.com/archive/2021/projects/6135869907402752/
AOSSIE,https://aossie.gitlab.io/,End user applications,11,https://gitter.im/aossie/home,,"javascript, android, machine learning, scala, ios","machine learning, electronic voting, natural language processing, social science",Final Step Towards Deployment,"Agora Vote has much scope of improvement to make the workflow of the app smoother. Instead of adding some major new features, my main goal for this...","<p>Agora Vote has much scope of improvement to make the workflow of the app smoother. Instead of adding some major new features, my main goal for this summer is to make the app more optimised,stable,robust,efficient and to build the final production ready app and make it live on playstore to be used by various users around the world.</p>
",ABHISHEK AGARWAL,https://gitlab.com/aossie/agora-android/-/blob/gsoc-2021/docs/GSOC/2021/Abhishek.md,https://summerofcode.withgoogle.com/archive/2021/projects/5364873650765824/
AOSSIE,https://aossie.gitlab.io/,End user applications,11,https://gitter.im/aossie/home,,"javascript, android, machine learning, scala, ios","machine learning, electronic voting, natural language processing, social science",Agora Blockchain,"AOSSIE’s Agora, a voting platform with many great voting algorithms. But the only thing missing in this idea was TRUST. It’s users have to trust the...","<p>AOSSIE’s Agora, a voting platform with many great voting algorithms. But the only thing missing in this idea was TRUST. It’s users have to trust the owners or the admin of the central database, that their vote would not be manipulated and can’t be hacked. The only solution which seemed feasible to me was Securing it with Blockchain.</p>
",Raj Ranjan,https://gitlab.com/aossie/agora-blockchain/-/blob/gsoc-2021/docs/GSOC_2021/Raj_Ranjan.md,https://summerofcode.withgoogle.com/archive/2021/projects/5613292646563840/
AOSSIE,https://aossie.gitlab.io/,End user applications,11,https://gitter.im/aossie/home,,"javascript, android, machine learning, scala, ios","machine learning, electronic voting, natural language processing, social science",Peer to Peer Message Transfer,The project aims to design and develop a Peer-to-Peer Messaging app that does not rely on a central server to send messages across the peers. The app...,"<p>The project aims to design and develop a Peer-to-Peer Messaging app that does not rely on a central server to send messages across the peers. The app is intended to provide privacy, high communication-efficiency, censorship resistance and extra resilience to the users.The app should be reliable and usable dependent/independent of network connectivity.</p>
",Ritik Jain,https://ritikjain1272.medium.com/gsoc-final-report-aossie-46b654e47885,https://summerofcode.withgoogle.com/archive/2021/projects/6564736920977408/
