organization_name,organization_url,category,num_projects,irc_channel,contact_email,technologies,topics,project_title,project_short_description,project_description,student_name,project_code_url,project_url
Academy Software Foundation (ASWF),http://aswf.io,Media,3,,mailto:gsoc@lists.aswf.io,"python, c/c++","cloud computing, 2d/3d graphics, filmmaking, file formats, color management",OpenEXR: Separate Imath Repository Proposal,This project entails the separation of OpenEXR's Imath library into its own repository. This will allow for it to be used by other projects and...,"<p>This project entails the separation of OpenEXR's Imath library into its own repository. This will allow for it to be used by other projects and provides an opportunity to refine Imath itself. It houses a number of issues currently including: narrowed casting, incomplete testing, sporadic const omissions, and other exceptions.</p>
",Owen Thompson,https://gist.github.com/oxt3479/13a66dac028fc920b27eb6750310f088,https://summerofcode.withgoogle.com/archive/2020/projects/4898327193190400/
Accord Project,https://www.accordproject.org/,Programming languages,2,https://accord-project-slack-signup.herokuapp.com/,mailto:admin@accordproject.org,"javascript, react, compiler, ocaml, coq","compilers, ai, legal, smart contracts, blockchain",Cicero Word Add-In,A Cicero extension for Microsoft Word will enable lawyers to write “Smart Legal Contracts”  directly on the Word document itself. This will extend...,"<p>A Cicero extension for Microsoft Word will enable lawyers to write “Smart Legal Contracts”  directly on the Word document itself. This will extend the usage of Accord Project templates to non-technical users as well.  Thus, greatly expanding the accessibility to technology.</p>
",Aman Sharma-1,https://accordproject.org/news/gsoc-2020-cicero-word-add-in/,https://summerofcode.withgoogle.com/archive/2020/projects/5107817310060544/
Accord Project,https://www.accordproject.org/,Programming languages,2,https://accord-project-slack-signup.herokuapp.com/,mailto:admin@accordproject.org,"javascript, react, compiler, ocaml, coq","compilers, ai, legal, smart contracts, blockchain",WASM support for Accord Project Templates,Implement a new Web Assembly compiler backend for Accord Project's smart contract language (Ergo). This will allow Accord Project users to deploy...,"<p>Implement a new Web Assembly compiler backend for Accord Project's smart contract language (Ergo). This will allow Accord Project users to deploy their contracts to any WASM platform or allow any WASM user to call Accord Project templates.</p>
",Patrik Keller,https://github.com/accordproject/ergo/pull/777,https://summerofcode.withgoogle.com/archive/2020/projects/5212233333735424/
AerospaceResearch.net,http://www.aerospaceresearch.net,Science and medicine,5,https://aerospaceresearch.zulipchat.com/,mailto:gsoc2020@aerospaceresearch.net,"python, c++, vhdl, sqlite, raspberry pi","distributed computing, space applications, software defined radio, cubesats, simulations",Device Handler Development for the SOURCE Project,"GSOC 2020 - Device Handler Development for the SOURCE Project 
Introduction
I am Robin Mueller, a graduate student in aerospace engineering at the...","<h3>GSOC 2020 - Device Handler Development for the SOURCE Project </h3>
<h3>Introduction</h3>
<p>I am Robin Mueller, a graduate student in aerospace engineering at the university of Stuttgart.
I am interested in developing software for the following ideas:</p>
<ul>
<li>[gsoc20-k-07] Implementing Device Handlers in the Flight Software</li>
</ul>
<h3>Proposal</h3>
<p>I will develop the various device handlers for the SOURCE project with real hardware. I will communicate with the responsible subsystems and mentors about the requirements and the results.  I will also try to implement Fault Detection Isolation Recovery (FDIR) functionalities and unique space software components like the thermal monitoring and controlling as well. I will try to apply the concepts of virtualization to enable quick testing of devices where applicable. The goal is to create code which 
conforms to the unique space environment and is</p>
<ul>
<li>Clean</li>
<li>Reliable</li>
<li>Maintainable</li>
</ul>
",Robin Müller,https://git.ksat-stuttgart.de/source/sourceobsw,https://summerofcode.withgoogle.com/archive/2020/projects/5703498638819328/
AerospaceResearch.net,http://www.aerospaceresearch.net,Science and medicine,5,https://aerospaceresearch.zulipchat.com/,mailto:gsoc2020@aerospaceresearch.net,"python, c++, vhdl, sqlite, raspberry pi","distributed computing, space applications, software defined radio, cubesats, simulations",Orbit determination of continuous and sporadic signals.,"With increasing popularity in CubeSat technologies, it has gotten ever so important to have low-cost systems that complement the economical and...","<p>With increasing popularity in CubeSat technologies, it has gotten ever so important to have low-cost systems that complement the economical and self-reliant nature of today’s cubesats providers. One of the most important parts of an end to end small satellite business is ground-based tracking. Satellite tracking provides valuable information on the whereabouts with the use of large antennas and high power transmitters at the price of expense and lead time.</p>
<p>It is thus important to use an alternative tracking method, for example, Doppler Tracking. Doppler based orbit determination uses a doppler frequency shift to convert to a distance problem. Then, orbits may be directly fitted to the Doppler data in a trial and error fashion, but a much less laborious way of computing is to differentially correct an initial approximation of the orbit. This way the cost of the tracking system is kept low because equipment needs beyond the essential receiver are small, at a minimum consisting of an amplifier and a variable oscillator.</p>
<p>So through this project, the goal is to determine the orbit of active satellites using Doppler shift by implementing an algorithm and simulate the final results.</p>
",Nikhil Mishra,https://aerospaceresearch.net/?p=1942,https://summerofcode.withgoogle.com/archive/2020/projects/5357240590008320/
AerospaceResearch.net,http://www.aerospaceresearch.net,Science and medicine,5,https://aerospaceresearch.zulipchat.com/,mailto:gsoc2020@aerospaceresearch.net,"python, c++, vhdl, sqlite, raspberry pi","distributed computing, space applications, software defined radio, cubesats, simulations",Doppler-based Orbit Determination Using Network of Low-Cost Ground Stations,The problem of near-Earth environment congestion  has become increasingly important due to the growing number of both active and inactive Resident...,"<p>The problem of near-Earth environment congestion  has become increasingly important due to the growing number of both active and inactive Resident Space Objects. The U.S. Strategic Command's Joint Space Operations Center processes more that 400.000 measurements daily taken by the Space Surveillance Network that includes a wide range of RF and electro-optical sensors. The catalog information can be augmented by the observations taken not only by high-end designated tracking assets, but also by cost-effective consumer-level sensors. 
While lacking high sensitivity, these sensors can still be used to perform uncued Initial Orbit Determination. Recently, in addition to electro-optical sensors, the appearance of low-cost Software-Defined Radios made it possible to deploy low-cost passive radar tracking stations. By using a network of such stations it might render possible to create and maintain an open-source orbiting object catalog. The proposed research is focused on developing software infrastructure to process measurements from multiple ground stations and perform orbit determination from Doppler observations.</p>
",Andrey Pak,https://aerospaceresearch.net/?page_id=2010,https://summerofcode.withgoogle.com/archive/2020/projects/6560599258955776/
AerospaceResearch.net,http://www.aerospaceresearch.net,Science and medicine,5,https://aerospaceresearch.zulipchat.com/,mailto:gsoc2020@aerospaceresearch.net,"python, c++, vhdl, sqlite, raspberry pi","distributed computing, space applications, software defined radio, cubesats, simulations",Finite Fourier series approximation of low-thrust lunar ballistic trajectories,"The present proposal tries to give attention to the CR3BP in its potential applications for Earth-Moon transfers, as well as propose an alternative...","<p>The present proposal tries to give attention to the CR3BP in its potential applications for Earth-Moon transfers, as well as propose an alternative method to start any general optimization with a tool that has been proven very powerful for the two body problem. The mathematics involved cannot be fully presented in this proposal since although Fourier analysis and the CR3BP both have known properties and may be found easily on the literature, the conjunction has not been proposed or at least the literature does not appear to have it reflected as such.</p>
<p>In particular, the project will consist on developing briefly the mathematics, adapting the existing structure in MOLTO-3BP suit for the introduction of a FFS-based initial guess production code segment. It would also provide quantitative tools to assess the quality of the guesses and finally an easy visualization with the help of Matlab built-in functions.</p>
",Ginés Salar,https://aerospaceresearch.net/?p=1947,https://summerofcode.withgoogle.com/archive/2020/projects/5978124384206848/
AerospaceResearch.net,http://www.aerospaceresearch.net,Science and medicine,5,https://aerospaceresearch.zulipchat.com/,mailto:gsoc2020@aerospaceresearch.net,"python, c++, vhdl, sqlite, raspberry pi","distributed computing, space applications, software defined radio, cubesats, simulations",MOLTO OPTIMIZATION FOR PRODUCTION PURPOSES,The objective of this project is to optimize MOLTO for production purposes due to different reasons related to the users flow and the asynchronous...,"<p>The objective of this project is to optimize MOLTO for production purposes due to different reasons related to the users flow and the asynchronous server side tasks. I have found some situations where is difficult to understand what to do if you are not directly involved with the project. It is also difficult to know what to expect when you are running the genetic algorithm. For that reasons, I thought MOLTO needs some changes that I would like to work on during this summer. These changes will be applied in both server side as well as in the client side.</p>
",Brandon Escamilla,https://aerospaceresearch.net/?p=2033‎,https://summerofcode.withgoogle.com/archive/2020/projects/5140424701771776/
afl++,https://aflplus.plus/,Security,2,,mailto:gsoc@aflplus.plus,"c/c++, llvm, fuzzing, qemu, sanitizers","bug finding, fuzzing, software testing","Reengineer afl-fuzz as Thread Safe, Embeddable Library","This project idea aims to extend the afl-fuzz project as a multithreaded software using the standard linux threading library pthreads, while keeping...","<p>This project idea aims to extend the afl-fuzz project as a multithreaded software using the standard linux threading library <code>pthreads</code>, while keeping the <strong>multi-platform support</strong> for afl-fuzz intact. Another key idea of the project is to make the fuzzer features as an <strong>embeddable library</strong> which extends the framework nature of afl, while giving the developers freedom to use afl.</p>
",Rishi Ranjan,https://medium.com/@010jackofspades/gsoc-2020-with-afl-bb95fe11ae3,https://summerofcode.withgoogle.com/archive/2020/projects/4649283380314112/
afl++,https://aflplus.plus/,Security,2,,mailto:gsoc@aflplus.plus,"c/c++, llvm, fuzzing, qemu, sanitizers","bug finding, fuzzing, software testing",A Flexible Grammar Mutator,"AFL++’s mutation engine is optimized for compact data formats, such as images, multimedia, compressed data. However, the current AFL++ does not...","<p>AFL++’s mutation engine is optimized for compact data formats, such as images, multimedia, compressed data. However, the current AFL++ does not support grammar and therefore struggles with highly-structured inputs like PHP, JavaScript, or HTML . Although AFL++ allows users to define a dictionary, including language keywords, to help generate inputs, it still lacks more structured descriptions of the underlying syntax.</p>
<p>To tackle the existing limitations of AFL++, the main goal of this project is to develop a pluggable grammar mutator that is integrated with AFL++’s mutation engine and can efficiently generate grammar-aware inputs. On one hand, like Nautilus, we want to combine grammar mutators with AFL++’s mutation engine. Also, we want to avoid the potential limitation of Nautilus: “over time Nautilus de-generates to structure-unaware greybox fuzzing”, as indicated by AFLSmart paper. On the other hand, we want to generate test cases efficiently as F1 fuzzer. Furthermore, to improve usability, we will develop a program generator that takes the grammar model as input and generates a mutator library, which is based on AFL++’s custom mutator APIs.</p>
",Shengtuo Hu,https://github.com/AFLplusplus/Grammar-Mutator,https://summerofcode.withgoogle.com/archive/2020/projects/4827255919869952/
Amahi,https://www.amahi.org,Operating systems,3,https://wiki.amahi.org/index.php/IRC_Rules_and_Tips#IRC_Channels,mailto:gsoc@amahi.org,"javascript, android, ruby on rails, golang, swift","operating systems, networking, streaming, web servers, mobile-apps",Android App Improvements,Amahi is a great software for accessing content present in our home servers and provides support of mobile applications to increase usability. The...,"<p>Amahi is a great software for accessing content present in our home servers and provides support of mobile applications to increase usability. The android app of Amahi can be improved in various ways. My project is a small contribution towards the same. My project is going to focus on these areas:</p>
<ol>
<li>Ensuring latest material design guidelines from Google</li>
<li>Adding support for secondary user login</li>
<li>Previews in Android TV</li>
<li>Support for VPN Proxy</li>
<li>Displaying Last Opened of Files</li>
<li>Introduction of Picture in Picture mode</li>
<li>Completing the Friending feature</li>
</ol>
",chiragjain,https://gist.github.com/chirag-jn/57557f1bff0280fed3b1624bae9a5743,https://summerofcode.withgoogle.com/archive/2020/projects/4593499606876160/
Amahi,https://www.amahi.org,Operating systems,3,https://wiki.amahi.org/index.php/IRC_Rules_and_Tips#IRC_Channels,mailto:gsoc@amahi.org,"javascript, android, ruby on rails, golang, swift","operating systems, networking, streaming, web servers, mobile-apps",Android App Improvements,"Amahi android offers the ability to stream your HDA over your Android phone and Android TV, support for Chromecast and auto upload of images to HDA....","<p>Amahi android offers the ability to stream your HDA over your Android phone and Android TV, support for Chromecast and auto upload of images to HDA. The idea behind this project is to add new features to Amahi Android App which includes browsing files on Amahi servers, storing them for offline access and streaming multimedia.
The app currently lacks the following features:</p>
<p>(1) Secondary user login support.</p>
<p>(2) Module to Auto Backup files on phone to HDA over Local Connection.</p>
<p>(3) Sharing files with other servers.</p>
<p>(4) Support for VPN proxy.</p>
<p>(5) Expresso based automated UI testing protocol.</p>
<p>(6) New theme corresponding to Amahi website.</p>
<p>(7) Storage and display of last opened details of each file.</p>
",Akash R,https://gist.github.com/Akash-Ramjyothi/b6aa7ba184b520aa699200ba9a742d3e,https://summerofcode.withgoogle.com/archive/2020/projects/6520069632294912/
Amahi,https://www.amahi.org,Operating systems,3,https://wiki.amahi.org/index.php/IRC_Rules_and_Tips#IRC_Channels,mailto:gsoc@amahi.org,"javascript, android, ruby on rails, golang, swift","operating systems, networking, streaming, web servers, mobile-apps",Feature addition and Improvements to Amahi iOS Project,This proposal aims at implementing new features in the Amahi iOS project. Ease of use and efficient architecture is kept in mind while implementing...,"<p>This proposal aims at implementing new features in the Amahi iOS project. Ease of use and efficient architecture is kept in mind while implementing every feature. The features that I'll be working on include :</p>
<ol>
<li>Upload/Delete Feature.</li>
<li>Continuous Music play.</li>
<li>Metadata Display.</li>
<li>Thumbnails.</li>
<li>Secondary User Login.</li>
<li>Chromecast Integration.</li>
</ol>
",Shresth,https://docs.google.com/document/d/19yEsFNCDMUHPYvjG-r_pU0uSxFZoVDZtmOMP6TGDmas/edit?usp=sharing,https://summerofcode.withgoogle.com/archive/2020/projects/4930758357024768/
Android Graphics Tools Team,https://github.com/google/graphicsfuzz/blob/master/docs/summer-of-code-ideas/2020.md,Programming languages,3,,mailto:android-graphics-tools@google.com,"c/c++, java, opengl, vulkan, python 3","bug finding, developer tools, debugging, 2d/3d graphics, profiling",Fuzzing Graphics Shaders,SPIRV-Tools is a collection of tools to work on SPIR-V modules. One of these tools is spirv-fuzz. It applies semantics-preserving transformations to...,"<p><a href=""https://github.com/KhronosGroup/SPIRV-Tools"" target=""_blank"">SPIRV-Tools</a> is a collection of tools to work on <em>SPIR-V</em> modules. One of these tools is <em>spirv-fuzz</em>. It applies <em>semantics-preserving transformations</em> to a <em>SPIR-V</em> module, that we call the <em>reference</em> module, to obtain a modified <em>variant</em> module. Theoretically, a <em>semantics-preserving transformation</em> should not change the behaviour of the code. In this way, the <em>reference</em> and <em>variant</em> modules can be run, and the outputs compared. The output is usually an image. If the images differ, this probably indicates a shader compiler bug. This is a specialised form of <em>fuzzing</em> that uses a technique called <em>metamorphic testing</em>.</p>
<p>This project involved using the metamorphic testing approach to extend <em>spirv-fuzz</em> by adding new transformations to cover instructions and patterns of <em>SPIR-V</em> that were not previously covered by existing <em>spirv-fuzz</em> transformations. Also, the project used tools such as <a href=""https://github.com/ChrisLidbury/CLSmith"" target=""_blank"">CLSmith</a> and <a href=""https://github.com/google/clspv"" target=""_blank"">clspv</a> to improve <em>spirv-fuzz</em>.</p>
",André Perez Maselco,https://github.com/google/graphicsfuzz/blob/master/docs/summer-of-code-ideas/summer-of-code-reports/gsoc-2020-andreperezmaselco.md,https://summerofcode.withgoogle.com/archive/2020/projects/5742438724927488/
Android Graphics Tools Team,https://github.com/google/graphicsfuzz/blob/master/docs/summer-of-code-ideas/2020.md,Programming languages,3,,mailto:android-graphics-tools@google.com,"c/c++, java, opengl, vulkan, python 3","bug finding, developer tools, debugging, 2d/3d graphics, profiling",Implementation of additional transformations for spirv-fuzz,This proposal aims to describe a set of transformations to implement for the spirv-fuzz tool. It provides a high-level overview of the...,"<p>This proposal aims to describe a set of transformations to implement for the spirv-fuzz tool. It provides a high-level overview of the transformations as well as specific implementation details that might be important to mention.</p>
",Vasyl Teliman,https://gist.github.com/Vasniktel/e36fd3ec914a2b28498472a5083c0090,https://summerofcode.withgoogle.com/archive/2020/projects/4968382538973184/
Android Graphics Tools Team,https://github.com/google/graphicsfuzz/blob/master/docs/summer-of-code-ideas/2020.md,Programming languages,3,,mailto:android-graphics-tools@google.com,"c/c++, java, opengl, vulkan, python 3","bug finding, developer tools, debugging, 2d/3d graphics, profiling",https://docs.google.com/document/d/1EF4UoXfvDQ4owTjJpfO4W3gfrYHBsFESPVGzBffV8S0/edit?usp=sharing,The objective of this project would be to write Vulkan Apps that demonstrate some part/combination of the Vulkan API that is not already covered by...,"<p>The objective of this project would be to write Vulkan Apps that demonstrate some part/combination of the Vulkan API that is not already covered by the Sascha-Willems Demos, the Khronos Samples, the Google Test Apps or the Imagination demos.</p>
",Nipun Garg,https://github.com/nipunG314/graphicsfuzz/blob/master/docs/summer-of-code-ideas/summer-of-code-reports/gsoc-2020-nipungarg.md,https://summerofcode.withgoogle.com/archive/2020/projects/5171977712566272/
AnitaB.org Open Source,http://anitab.org,Other,4,http://anitab-org.zulipchat.com/,,"python, javascript, android, ios","web, mobile programming, mobile, web programming",Mentorship iOS,"An all-new native iOS app for the Mentorship system that will be developed using SwiftUI.
The proposed app would be feature complete and on-par with...","<p>An all-new native iOS app for the Mentorship system that will be developed using SwiftUI.</p>
<p>The proposed app would be feature complete and on-par with the current mentorship android app along with many new features. New features include forums, chat system with document sharing, violation reporting, third party authentication, searching, and recommendations. The required backend advancements are also a part of this proposal.</p>
",Yugantar Jain,"https://github.com/anitab-org/mentorship-ios/wiki/GSoC20-Final-Report,-Yugantar",https://summerofcode.withgoogle.com/archive/2020/projects/5456203011850240/
AnitaB.org Open Source,http://anitab.org,Other,4,http://anitab-org.zulipchat.com/,,"python, javascript, android, ios","web, mobile programming, mobile, web programming",Open Source Programs,Open Source Programs is a project which aims towards simplifying the management work of the mentors and organizations. The goal is to make reviewing...,"<p><strong>Open Source Programs</strong> is a project which aims towards simplifying the management work of the mentors and organizations. The goal is to make reviewing and notifying simpler, systematic and manageable. This will help in <strong>easy processing and hosting</strong> of the Open Source Programs be it a 4-week or a 6-month long program. In this GSoC period, I plan to build a Minimal Viable Product (MVP) as the first version of the application.</p>
<ul>
<li>Digitalize <strong>student progress tracking</strong></li>
<li>Automated updating of Progress Sheets along with the feature of manual editing</li>
<li>Build MVP based prototype/wireframes with simplified and minimum navigation</li>
<li><strong>Discussion Forum</strong> (real-time) for each project, where the selected student and mentors discuss the project, milestones, goals and so on.</li>
<li>Complete APIs with CRUD views.</li>
<li>Add Frontend to support APIs and WebSocket agent.</li>
<li>Add relevant documentation and tests for the same.</li>
</ul>
",Bismita Guha,https://gist.github.com/bismitaguha/822970b9dc5a417cf4c41a30fcca86c1,https://summerofcode.withgoogle.com/archive/2020/projects/6198003322322944/
