organization_name,organization_url,category,num_projects,irc_channel,contact_email,technologies,topics,project_title,project_short_description,project_description,student_name,project_code_url,project_url
GNOME Foundation,https://gnome.org,Operating systems,5,https://handbook.gnome.org/get-in-touch.html,,"c, linux, rust, gtk, Flatpak","operating systems, desktop, graphics, open source, apps",Adding eBPF profiling capabilities to Sysprof,"This project aims to enhance Sysprof by integrating eBPF-based profiling to reduce overhead and improve performance. Currently, Sysprof relies on...","This project aims to enhance Sysprof by integrating eBPF-based profiling to reduce overhead and improve performance. Currently, Sysprof relies on accessing numerous /proc files, which involves frequent syscalls, file descriptor operations, and context switches, creating performance bottlenecks. By utilizing eBPF, data collection can be done directly within the kernel, eliminating the need for constant /proc access and minimizing context switches. This approach not only lowers overhead but also ensures consistent and atomic data capture. eBPF also allows for advanced features such as system-wide syscall monitoring and process creation tracking, which were difficult to implement previously. By adopting eBPF, Sysprof becomes more efficient, scalable, and feature-rich, laying the foundation for future enhancements and transforming it into a modern, versatile profiling tool.",Varun R Mallya,https://gist.github.com/varun-r-mallya/f9b2ee80271a6bae064a216f89dbfe4e,https://summerofcode.withgoogle.com/programs/2025/projects/UDF9XAcy
GNOME Foundation,https://gnome.org,Operating systems,5,https://handbook.gnome.org/get-in-touch.html,,"c, linux, rust, gtk, Flatpak","operating systems, desktop, graphics, open source, apps",Improve GNOME Crossword Editor's word suggestion algorithm,"I improved GNOME Crossword Editor's word suggestion algorithm, by re-implementing it as a forward-checking algorithm. Previously, our word suggestion...","I improved GNOME Crossword Editor's word suggestion algorithm, by re-implementing it as a forward-checking algorithm. Previously, our word suggestion algorithm only considered the constraints imposed by the intersection where the cursor is. This resulted in frequent dead-end word suggestions, which led to user frustration. To fix this problem, I re-implemented our word suggestion algorithm to consider the constraints imposed by every intersection in the current slot. This significantly reduces the number of dead-end word suggestions and leads to a better user experience. As part of this project, I also researched the field of constraint satisfaction problems and wrote a report on how we can use the AC-3 algorithm to further improve our word suggestion algorithm in the future. I also performed a competitive analysis of other crossword editors on the market and wrote a detailed report, to help identify missing features and guide future development.",Victor Ma,https://victorma.ca/posts/gsoc-9/,https://summerofcode.withgoogle.com/programs/2025/projects/joz3e6Jc
"Unicode, Inc.",https://home.unicode.org,Programming languages,6,https://unicode-org.slack.com,mailto:GSOC@unicode.org,"java, c++, rust, unicode","compilers, linguistics, languages, internationalization",Add Support for Malayalam in Unicode Inflection,"This proposal aims to add support for Malayalam in the Unicode Inflection project, which is important for ensuring accurate automated text formatting...","This proposal aims to add support for Malayalam in the Unicode Inflection project, which is important for ensuring accurate automated text formatting and grammatical correctness in multiple languages. Currently, Malayalam is not supported, despite being spoken by over 35 million people, primarily in Kerala, India. The project will involve extracting data from Wikidata, creating inflection rules, implementing these rules in C++ and C, and conducting testing to ensure accuracy. The expected outcome is to enable correct grammatical inflections for Malayalam nouns, pronouns, verbs, adjectives, and adverbs, improving tools such as chatbots, automated translation, and assistive technologies. The project will benefit Malayalam speakers worldwide by improving communication tools and making the language more accessible in computer applications.",Deona Julary,https://docs.google.com/document/d/1lN1M57ZnXrmtPXhUzw3Juq1w5cO-dFZfX3w2Myh2qnI/edit?usp=sharing,https://summerofcode.withgoogle.com/programs/2025/projects/XdytKT55
"Unicode, Inc.",https://home.unicode.org,Programming languages,6,https://unicode-org.slack.com,mailto:GSOC@unicode.org,"java, c++, rust, unicode","compilers, linguistics, languages, internationalization",Create distribution packages of Unicode Inflection,"The Unicode Inflection project currently provides its code in source form, which can be a challenge for users and developers who want a simple,...","The Unicode Inflection project currently provides its code in source form, which can be a challenge for users and developers who want a simple, ready-to-use solution. The goal of this project is to create automated, cross-platform packaging for the library, making it easier for users to install and use across Linux, macOS, and Windows.

I will achieve this by utilizing CMake to streamline the build process, creating CMake-based scripts that can automatically generate compressed source and binary distribution packages for each platform. The final deliverables will include a set of tools to package the library and data files, along with clear documentation on how to build and distribute the packages. This work will improve accessibility for new users, save time for developers, and enhance the overall usability of the Unicode Inflection project.",Hussain A.,https://github.com/unicode-org/inflection/releases/tag/Inflection-0.1,https://summerofcode.withgoogle.com/programs/2025/projects/7mF9y3DH
"Unicode, Inc.",https://home.unicode.org,Programming languages,6,https://unicode-org.slack.com,mailto:GSOC@unicode.org,"java, c++, rust, unicode","compilers, linguistics, languages, internationalization",Using AI for Unicode Spoof Detection,"Attackers can exploit homoglyphs, or visually similar characters, to perform social engineering attacks or evade spam and plagiarism detectors....","Attackers can exploit homoglyphs, or visually similar characters, to perform social engineering attacks or evade spam and plagiarism detectors. Unicode contains over 200 writing systems (scripts). Many of these scripts, such as Latin (in western Europe) and Cyrillic (in eastern Europe), contain characters that are look-alikes. This project aims to develop an AI tool to detect confusable characters and ultimately improve Unicode security mechanisms automatically.",Om Doiphode,https://gist.github.com/Om-Doiphode/d2cb46f25c61e5d8a0dd133bfe5b074c,https://summerofcode.withgoogle.com/programs/2025/projects/mZOMNEgx
"Unicode, Inc.",https://home.unicode.org,Programming languages,6,https://unicode-org.slack.com,mailto:GSOC@unicode.org,"java, c++, rust, unicode","compilers, linguistics, languages, internationalization",Unicode Character Visualizer App and Multilingual Text Rendering Tester,This proposal focuses on developing two essential tools using Flutter: the Unicode Character Visualizer App and the Multilingual Text Rendering...,"This proposal focuses on developing two essential tools using Flutter: the Unicode Character Visualizer App and the Multilingual Text Rendering Tester App.

Problem Statement

Many developers, designers, and linguists lack accessible tools to browse Unicode characters, view detailed metadata, and compare how multilingual text is rendered across devices and fonts.

Text rendering inconsistencies often arise across platforms, impacting accessibility and readability.

Solution

Unicode Character Visualizer App:

Provide a comprehensive and interactive platform to search and visualize Unicode characters.

Display essential metadata such as codepoints, descriptions, and language support.

Offer font rendering previews for accurate character representation.

Multilingual Text Rendering Tester App:

Allow users to input multilingual text and visualize rendering differences across various fonts and devices.

Benchmark rendering performance and identify inconsistencies.

Deliverables

Fully functional Unicode Character Visualizer App with search, character details, and font rendering features.

Multilingual Text Rendering Tester App with input comparison, font analysis, and reporting functionalities.

Comprehensive documentation, including user guides and API integration manuals.

Well-tested codebase with unit, widget, and integration tests.

This project will contribute to Unicode, Inc. by providing essential tools for ensuring Unicode character accuracy, supporting linguistic diversity, and improving cross-platform text rendering. I am excited about the opportunity to collaborate and contribute to the Unicode ecosystem.",Popoola Precious,https://github.com/unicode-org/gsoc-unicode-app/blob/main/GSOC_2025_REPORT.md,https://summerofcode.withgoogle.com/programs/2025/projects/b1FwaPSP
"Unicode, Inc.",https://home.unicode.org,Programming languages,6,https://unicode-org.slack.com,mailto:GSOC@unicode.org,"java, c++, rust, unicode","compilers, linguistics, languages, internationalization",Leveraging LLMs to validate locale data,"The Unicode Consortium maintains extensive locale datasets critical for internationalization tasks such as date/time formatting, text segmentation,...","The Unicode Consortium maintains extensive locale datasets critical for internationalization tasks such as date/time formatting, text segmentation, measurement conversions, and collation. Manual verification of these datasets is challenging due to their vast scale. My project aims to address this by leveraging large language models (LLMs) to automate and enhance the validation of locale data.

The approach involves designing targeted queries for an LLM, systematically comparing the generated outputs with existing CLDR/ICU datasets, and identifying discrepancies. These results will then be processed to isolate significant issues, and automated tools will be developed to flag potentially erroneous data for translators.

Deliverables:

1.A robust pipeline for querying LLMs and generating locale data predictions.

2.Comprehensive comparative analysis between LLM predictions and CLDR/ICU datasets.

3.An automated issue detection and reporting mechanism integrated with existing Unicode systems.

4.Thorough documentation and guidelines for future dataset validation workflows.",Preet Sojitra,https://github.com/unicode-org/cldr/tree/main/tools/scripts/llm,https://summerofcode.withgoogle.com/programs/2025/projects/lE93K0ho
"Unicode, Inc.",https://home.unicode.org,Programming languages,6,https://unicode-org.slack.com,mailto:GSOC@unicode.org,"java, c++, rust, unicode","compilers, linguistics, languages, internationalization",Segmentation goes from sequential to functional,"With the emergence of Internet of Things devices, lightweight models have become increasingly vital. This project focuses on building computationally...","With the emergence of Internet of Things devices, lightweight models have become increasingly vital. This project focuses on building computationally efficient text segmentation models, enabling them to run effectively on devices with limited resources like memory, processing power, and battery life. I aim to improve the current model and expand support to 2-3 additional languages, potentially benefitting hundreds of millions more people. This will be achieved by restructuring the model using TensorFlow's Functional API, which facilitates the implementation of Conditional Random Fields. Additionally, I will be creating an intuitive model evaluation script to offer a customizable experience for selecting the most suitable model.",Shenghong Liu,https://github.com/opnuub/gsoc2025/tree/main,https://summerofcode.withgoogle.com/programs/2025/projects/Ze8ZmaKl
GNU Compiler Collection (GCC),https://gcc.gnu.org/,Programming languages,6,https://gcc-rust.zulipchat.com/login/,,"c/c++, gnu make, gnu autotools","compilers, developer tools, toolchain, openmp, link time optimization",Implementation of a simple in-memory  file system for running offloading tests  on NVIDIA GPUs,"This project aims to implement an in-memory, volatile file system for NVIDIA GPUs using the NVPTX backend in newlib. NVPTX offloading in GCC enables...","This project aims to implement an in-memory, volatile file system for NVIDIA GPUs using the NVPTX backend in newlib. NVPTX offloading in GCC enables running tests on the GPU, but currently lacks proper file system support. The proposed solution involves two key objectives: (1) developing a lightweight file system driver that operates in the GPU’s VRAM, and (2) redirecting NVPTX system calls in newlib to interface with this in-memory file system. The file system will support basic operations such as file creation and deletion, without requiring recursive directory structures. This work will improve the runtime environment for NVPTX targets and potentially pave the way for future extensions, such as RPC-based host filesystem access or support for AMD GPUs via the AMD GCN backend.",ArijitKD,https://github.com/ArijitKD/GSoC2025-GCC,https://summerofcode.withgoogle.com/programs/2025/projects/hsckMPiN
GNU Compiler Collection (GCC),https://gcc.gnu.org/,Programming languages,6,https://gcc-rust.zulipchat.com/login/,,"c/c++, gnu make, gnu autotools","compilers, developer tools, toolchain, openmp, link time optimization",Fortran - 2018/202x,"This project aims to implement some new language features introduced in Fortran 2018 and Fortran 202x, enhancing gfortran's compatibility with newer...","This project aims to implement some new language features introduced in Fortran 2018 and Fortran 202x, enhancing gfortran's compatibility with newer Fortran standards.",c8ef,https://gist.github.com/c8ef/84d311f97ab2e1a925073ea923736d00,https://summerofcode.withgoogle.com/programs/2025/projects/doLDYuto
GNU Compiler Collection (GCC),https://gcc.gnu.org/,Programming languages,6,https://gcc-rust.zulipchat.com/login/,,"c/c++, gnu make, gnu autotools","compilers, developer tools, toolchain, openmp, link time optimization",Implementing Parallel Features on the GCC Ada Frontend,"The GNAT front end does not currently recognize the ""parallel"" keyword added as part of Ada 2022. The goal of this project is to add support in the...","The GNAT front end does not currently recognize the ""parallel"" keyword added as part of Ada 2022.  The goal of this project is to add support in the GNAT parser for the two most important places where the ""parallel"" keyword is used, namely the parallel ""for"" loop, and the parallel ""do"" statement.",Ethan McDonough,https://gist.github.com/EthanLuisMcDonough/c77a4737b8bdc46c90e502615b03d841,https://summerofcode.withgoogle.com/programs/2025/projects/Ex0T0sK7
GNU Compiler Collection (GCC),https://gcc.gnu.org/,Programming languages,6,https://gcc-rust.zulipchat.com/login/,,"c/c++, gnu make, gnu autotools","compilers, developer tools, toolchain, openmp, link time optimization",Tooling for running BPF GCC tests on a live kernel,"This project addresses the lack of execution tests for the BPF backend in GCC. While GCC has many compile-time tests, the BPF backend, which...","This project addresses the lack of execution tests for the BPF backend in GCC. While GCC has many compile-time tests, the BPF backend, which generates eBPF code run by the Linux kernel, lacks runtime validation. The goal is to create a test tool that runs eBPF programs on a live kernel in a virtual environment (using QEMU), similar to the kernel's selftest infrastructure. The tool will load and execute BPF objects and report results, allowing us to catch regressions early. Next, this tool will be integrated into GCC's Dejagnu-based testing infrastructure, and a dedicated testsuite for the BPF target will be added to the GCC testsuite. This project will help ensure that compiler changes do not inadvertently generate eBPF code that the kernel verifier rejects.",PiyushRaj927,https://gcc.gnu.org/wiki/BPFRunTimeTests,https://summerofcode.withgoogle.com/programs/2025/projects/YhgWG1pn
GNU Compiler Collection (GCC),https://gcc.gnu.org/,Programming languages,6,https://gcc-rust.zulipchat.com/login/,,"c/c++, gnu make, gnu autotools","compilers, developer tools, toolchain, openmp, link time optimization",Rewrite Rust lints to operate on  frontend's HIR,"GCC Rust (gccrs) is an alternative Rust compiler frontend based on GCC, aiming for full integration into the GNU toolchain. This project focuses on...","GCC Rust (gccrs) is an alternative Rust compiler frontend based on GCC, aiming for full integration into the GNU toolchain. This project focuses on improving the HIR (High-Level Intermediate Representation) visitor pattern and migrating lint checks from the middle-end to HIR. These improvements will enhance gccrs's overall code quality.",Ryutaro Okada,https://github.com/sakupan102/gsoc-2025,https://summerofcode.withgoogle.com/programs/2025/projects/mYnazxTu
GNU Compiler Collection (GCC),https://gcc.gnu.org/,Programming languages,6,https://gcc-rust.zulipchat.com/login/,,"c/c++, gnu make, gnu autotools","compilers, developer tools, toolchain, openmp, link time optimization",gccrs: Improving match expressions & pattern matching,"This medium-sized project aims to improve pattern matching support in gccrs, the GCC frontend for Rust, by implementing compilation for the currently...","This medium-sized project aims to improve pattern matching support in gccrs, the GCC frontend for Rust, by implementing compilation for the currently unsupported patterns (StructPattern, SlicePattern, RestPattern, etc.). The successful implementation of these features will bring gccrs a step closer to becoming a production-ready alternative Rust compiler, while providing valuable experience in compiler frontend development.",Zhi Heng,https://gist.github.com/Polygonalr/32a38ee1c0e4a0c5a8eaa4cd072fc335,https://summerofcode.withgoogle.com/programs/2025/projects/T6KZYLtU
Neuroinformatics Unit,https://neuroinformatics.dev,Science and medicine,2,https://neuroinformatics.zulipchat.com,mailto:code@adamltyson.com,"python, numpy, pytorch, Scipy, napari","visualization, neuroscience, data-science, Computer-Vision, neuroanatomy",BrainGlobe: Automating Region Selection in brainglobe-registration,Synopsis: This project aims to enhance the brainglobe-registration tool by automating the selection of atlas regions for aligning 2D or 3D brain...,"Synopsis:

This project aims to enhance the brainglobe-registration tool by automating the selection of atlas regions for aligning 2D or 3D brain images to a standard anatomical reference via brainglobe-atlasapi. Currently, this process is manual, time-consuming, and subjective, posing a barrier to reproducibility and efficiency. By introducing a new preprocessing step that automatically identifies the optimal atlas region – using methods such as adaptive grid search, machine learning, or Bayesian optimisation – this project will streamline the workflow and improve accuracy. Deliverables include at least two implemented approaches, benchmarking, comprehensive testing, full documentation, and a blog post to showcase the new functionality.

This automation directly benefits my research in paediatric radiotherapy, where mapping histology images to an atlas is essential for analysing cellular behaviour across brain regions. By making this process faster and more robust, it not only enhances my own work but also enables broader adoption of BrainGlobe tools by researchers in neuroscience and healthcare, even those without extensive anatomical expertise.

Minimal Set of Deliverables:

•	Implement a new preprocessing step to automatically select the atlas region.
•	Compare at least two region-selection methods (e.g., adaptive grid search vs ML/Bayesian optimisation).
•	Add tests to validate the new functionality.
•	Document the new pipeline and add usage instructions.
•	Write a blog post showcasing the project and results.",Saarah Hussain,https://gist.github.com/saarah815/61269e705ddd3641f55f48eba5f90a6f,https://summerofcode.withgoogle.com/programs/2025/projects/7Xk4Fl7t
Neuroinformatics Unit,https://neuroinformatics.dev,Science and medicine,2,https://neuroinformatics.zulipchat.com,mailto:code@adamltyson.com,"python, numpy, pytorch, Scipy, napari","visualization, neuroscience, data-science, Computer-Vision, neuroanatomy",Datashuttle: Allow Google Drive or AWS as remote storage (Shrey),This is a proposal to extend Datashuttle's functionality to allow connections to Google Drive and AWS buckets as remote storage options. This project...,"This is a proposal to extend Datashuttle's functionality to allow connections to Google Drive and AWS buckets as remote storage options. This project aims to improves the flexibility and adoption of Datashuttle to allow neuroscience researchers use a variety of storage options with the most popular ones being Google Drive and AWS buckets.

This will be done by extending Rclone's wrapping of Datashuttle and extending the terminal user interface to allow connections to Google Drive and AWS buckets. 

**Deliverables**

- Support for setting up connections to Google Drive and AWS and transferring data in the Datashuttle's Python API using Rclone.
- TUI tabs and screens to enable users to setup connections to Google Drive and AWS and transfer data via the TUI.
- Integration and TUI tests for the implemented features.
- Documentation for setting up Google Drive or AWS as central storage.",Shrey Singh,https://neuroinformatics.dev/gsoc-2025-datashuttle,https://summerofcode.withgoogle.com/programs/2025/projects/33o1XAWV
Open Climate Fix,https://www.openclimatefix.org,Science and medicine,6,,mailto:emily@openclimatfix.org,"python, pytorch","Forecasting, Climate, renewables",Efficient Cloud-Based Data Streaming for ML: Implementing Ice Chunk + Zarr 3 for PVNet Training,This proposal describes a thorough implementation strategy for streamlining Zarr data straight from cloud storage using Ice Chunk and Zarr 3...,"This proposal describes a thorough implementation strategy for streamlining Zarr data straight from cloud storage using Ice Chunk and Zarr 3 technologies, thereby optimizing machine learning training workflows. The project's main goal is to incorporate these technologies into PVNet's training pipeline for processing NWP and satellite data. Creating a strong data access layer, intelligent prefetching techniques, flexible caching plans, and a smooth integration with PyTorch's data loading pipeline are all part of the implementation. A thorough benchmarking framework is also included in the project to gauge cost effectiveness and performance gains. 

Four stages make up the 175-hour schedule: preliminary setup and research, core cloud access mechanism implementation, performance benchmarking and optimization, and thorough documentation. The implementation of a cloud-aware PyTorch dataset, an adaptive prefetcher, and optimized chunk configuration based on access patterns are important technical advancements. By removing the requirement to locally download sizable datasets prior to training, the project seeks to revolutionize OpenClimatefix's use of cloud resources for machine learning training.",Dakshbir,https://gist.github.com/Dakshbir/4acb5f5d739ef8f92f062b44882b2e1a,https://summerofcode.withgoogle.com/programs/2025/projects/Q8cKVlvw
